analysis_id,on_file,off_file,nrm_file,calibration_source,calibration_reference_case,measured_luminance_source,raw_white_level,rawpy_white_level,camera_white_level_min,raw_green_max_value,raw_saturated_fraction,raw_green_saturated_fraction,season,kind,variant,off_subtracted,calibrated_to_irradiance,peak_value,peak_unit,peak_x_mm_from_center,peak_y_mm_from_center,sigma_x_mm,sigma_y_mm,spot_detected,total_power_kw,encircled_power_kw,encircled_peak_kw_m2,encircled_mean_kw_m2,encircled_center_x_mm,encircled_center_y_mm,aperture_diameter_x_mm,aperture_diameter_y_mm,encircled_reference_mean_kw_m2,encircled_mean_reference_ratio,aperture_note,reference_intensity,reference_irradiance_w_m2,reference_stat,reference_units,scale_w_m2_per_intensity
REF_01,REF_01.CR2,REF_01-OFF.CR2,,REF_SIMULATION_TOTAL_POWER,REF_06,raw-bayer-mean,15094.0,12279.0,15094.0,7338.0,0.0,0.0,01,REF,,True,True,1599616.2132812757,W/m^2,0.002,-0.362,0.5606416938935125,0.6380916978832932,True,0.0064800726056370595,0.000709667401444,1599.61625,1411.2960605272367,-0.016000000000000014,-0.3839999999999999,0.8,0.8,,,,0.003671945750208621,0.007621610224259229,total-power,"measured integrated a.u.*m2/1000, simulation kW",2.0756325781300577
REF_06,REF_06.CR2,REF_06-OFF.CR2,,REF_SIMULATION_TOTAL_POWER,REF_06,raw-bayer-mean,15094.0,12279.0,15094.0,7306.0,0.0,0.0,06,REF,,True,True,1622744.987099379,W/m^2,-0.406,-0.746,0.5016330199317391,0.6785545659609042,True,0.007621610202156798,0.00072364257067,1622.745,1439.0880955477598,-0.3839999999999999,-0.5760000000000001,0.8,0.8,,,,0.003671945750208621,0.007621610224259229,total-power,"measured integrated a.u.*m2/1000, simulation kW",2.0756325781300577
SEC_01,SEC_01.CR2,SEC_01-OFF.CR2,,REF_SIMULATION_TOTAL_POWER,REF_06,raw-bayer-mean,15094.0,12279.0,15094.0,7979.0,0.0,0.0,01,SEC,,True,True,1854179.1871042056,W/m^2,0.21,0.202,0.6250944285485845,0.4624847478697377,True,0.005775524238435758,0.002023326255177,1854.179125,1411.2973857033446,0.08000000000000007,0.17600000000000016,1.6515185886821975,1.105259137918668,1411.2960605272367,1.0000009389781102,common SEC ellipse: largest shared same-aspect ellipse whose best-positioned mean is at least the same-source same-season REF aperture mean for every available SEC plot,0.003671945750208621,0.007621610224259229,total-power,"measured integrated a.u.*m2/1000, simulation kW",2.0756325781300577
SEC_06,SEC_06.CR2,SEC_06-OFF.CR2,,REF_SIMULATION_TOTAL_POWER,REF_06,raw-bayer-mean,15094.0,12279.0,15094.0,13005.0,0.0,0.0,06,SEC,,True,True,3468789.1214947123,W/m^2,0.042,-0.082,0.608932003189241,0.43222662637554554,True,0.00862515385271126,0.003322989782628,3468.789,2317.8302465766037,0.1280000000000001,-0.09600000000000009,1.6515185886821975,1.105259137918668,1439.0880955477598,1.6106242930835781,common SEC ellipse: largest shared same-aspect ellipse whose best-positioned mean is at least the same-source same-season REF aperture mean for every available SEC plot,0.003671945750208621,0.007621610224259229,total-power,"measured integrated a.u.*m2/1000, simulation kW",2.0756325781300577
