source,source_label,season,season_label,case,case_label,aperture_diameter_mm,aperture_area_m2,mean_irradiance_kw_m2,power_w,cell_count,center_x_mm,center_y_mm,center_source
measurement,Measured,01,Winter,REF,Reference,0.42127170854013346,1.39712e-07,1522.566091831768,0.212720753822,8732,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.40666828752845885,1.30048e-07,1525.310219457431,0.19836354341999998,8128,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.3925710953969126,1.21152e-07,1527.6997682745643,0.185083882326,7572,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.37896258367662145,1.12576e-07,1530.016477242041,0.172243134942,7036,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.3658258122179358,1.05344e-07,1532.1005046324422,0.16139759556,6584,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.3531444281029912,9.824e-08,1534.1832634161235,0.150718163798,6140,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.3409026452892663,9.1392e-08,1536.2991395526958,0.140405450962,5712,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.32908522495879916,8.4928e-08,1538.2808938394874,0.130643119752,5308,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.31767745654859925,7.9488e-08,1539.9204778079709,0.12240519894,4968,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.30666513943864243,7.3792e-08,1541.5581589061146,0.113754659662,4612,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.2960345652746527,6.8864e-08,1542.9730906714683,0.106255298916,4304,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.28577250090366724,6.432e-08,1544.2395363805972,0.09932548698,4020,-0.016000000000000014,-0.3839999999999999,encircled aperture center
measurement,Measured,01,Winter,REF,Reference,0.2758661719011396,5.952e-08,1545.5394602486558,0.091990508674,3720,-0.016000000000000014,-0.3839999999999999,encircled aperture center
